loc,cases,deaths,date,Region,year
#adm2+name,#affected+infected,#affected+killed,#date,#region,#year
DAGUPAN CITY,7,0,13/01/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,6,0,20/01/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,6,0,27/01/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,7,0,03/02/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,5,0,10/02/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,7,0,17/02/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,6,0,24/02/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,1,0,03/03/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,1,0,10/03/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,1,0,17/03/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,1,0,24/03/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,3,0,31/03/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,0,0,07/04/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,0,0,14/04/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,3,0,21/04/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,1,0,28/04/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,1,0,05/05/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,4,0,12/05/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,1,0,19/05/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,0,0,26/05/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,3,0,02/06/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,1,0,09/06/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,2,0,16/06/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,3,0,23/06/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,5,0,30/06/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,2,0,07/07/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,5,0,14/07/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,12,0,21/07/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,6,0,28/07/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,15,0,04/08/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,19,0,11/08/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,16,0,18/08/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,13,0,25/08/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,14,0,01/09/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,17,0,08/09/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,25,0,15/09/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,16,0,22/09/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,38,0,29/09/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,27,0,06/10/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,30,0,13/10/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,40,0,20/10/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,31,0,27/10/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,23,0,03/11/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,14,0,10/11/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,19,0,17/11/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,24,0,24/11/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,16,0,01/12/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,12,0,08/12/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,13,0,15/12/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,9,0,22/12/2019,Region I-ILOCOS REGION,2019
DAGUPAN CITY,14,0,29/12/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,17,0,13/01/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,26,0,20/01/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,15,0,27/01/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,15,0,03/02/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,16,0,10/02/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,12,0,17/02/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,17,0,24/02/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,27,0,03/03/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,15,0,10/03/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,20,0,17/03/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,10,0,24/03/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,1,0,31/03/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,4,0,07/04/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,10,0,14/04/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,9,0,21/04/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,7,0,28/04/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,13,1,05/05/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,5,0,12/05/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,8,0,19/05/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,4,0,26/05/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,5,1,02/06/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,5,0,09/06/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,35,0,16/06/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,39,0,23/06/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,36,0,30/06/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,67,0,07/07/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,128,0,14/07/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,182,1,21/07/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,136,1,28/07/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,173,0,04/08/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,144,0,11/08/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,129,1,18/08/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,148,1,25/08/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,201,2,01/09/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,147,1,08/09/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,135,4,15/09/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,142,0,22/09/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,111,0,29/09/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,94,0,06/10/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,85,0,13/10/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,100,1,20/10/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,94,0,27/10/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,78,0,03/11/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,652,0,10/11/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,44,0,17/11/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,29,0,24/11/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,28,0,01/12/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,12,0,08/12/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,7,0,15/12/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,1,0,22/12/2019,Region I-ILOCOS REGION,2019
ILOCOS NORTE,0,0,29/12/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,35,0,13/01/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,34,0,20/01/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,45,0,27/01/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,35,0,03/02/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,22,0,10/02/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,15,0,17/02/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,5,0,24/02/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,22,0,03/03/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,19,0,10/03/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,10,0,17/03/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,8,0,24/03/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,6,0,31/03/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,8,0,07/04/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,8,0,14/04/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,7,0,21/04/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,5,0,28/04/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,12,0,05/05/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,10,0,12/05/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,13,0,19/05/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,11,0,26/05/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,19,0,02/06/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,34,0,09/06/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,39,1,16/06/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,73,0,23/06/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,119,0,30/06/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,153,0,07/07/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,208,1,14/07/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,261,0,21/07/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,271,1,28/07/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,398,1,04/08/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,325,1,11/08/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,371,0,18/08/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,310,0,25/08/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,273,0,01/09/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,220,0,08/09/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,154,0,15/09/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,134,0,22/09/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,127,0,29/09/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,97,1,06/10/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,58,0,13/10/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,87,0,20/10/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,57,0,27/10/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,49,0,03/11/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,22,0,10/11/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,23,0,17/11/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,21,0,24/11/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,17,0,01/12/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,31,0,08/12/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,17,0,15/12/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,6,0,22/12/2019,Region I-ILOCOS REGION,2019
ILOCOS SUR,2,0,29/12/2019,Region I-ILOCOS REGION,2019
LA UNION,27,0,13/01/2019,Region I-ILOCOS REGION,2019
LA UNION,32,1,20/01/2019,Region I-ILOCOS REGION,2019
LA UNION,23,1,27/01/2019,Region I-ILOCOS REGION,2019
LA UNION,15,0,03/02/2019,Region I-ILOCOS REGION,2019
LA UNION,19,0,10/02/2019,Region I-ILOCOS REGION,2019
LA UNION,22,0,17/02/2019,Region I-ILOCOS REGION,2019
LA UNION,12,0,24/02/2019,Region I-ILOCOS REGION,2019
LA UNION,11,0,03/03/2019,Region I-ILOCOS REGION,2019
LA UNION,6,0,10/03/2019,Region I-ILOCOS REGION,2019
LA UNION,8,0,17/03/2019,Region I-ILOCOS REGION,2019
LA UNION,9,0,24/03/2019,Region I-ILOCOS REGION,2019
LA UNION,1,0,31/03/2019,Region I-ILOCOS REGION,2019
LA UNION,9,0,07/04/2019,Region I-ILOCOS REGION,2019
LA UNION,3,0,14/04/2019,Region I-ILOCOS REGION,2019
LA UNION,11,0,21/04/2019,Region I-ILOCOS REGION,2019
LA UNION,4,0,28/04/2019,Region I-ILOCOS REGION,2019
LA UNION,8,0,05/05/2019,Region I-ILOCOS REGION,2019
LA UNION,8,0,12/05/2019,Region I-ILOCOS REGION,2019
LA UNION,14,0,19/05/2019,Region I-ILOCOS REGION,2019
LA UNION,9,0,26/05/2019,Region I-ILOCOS REGION,2019
LA UNION,9,0,02/06/2019,Region I-ILOCOS REGION,2019
LA UNION,8,0,09/06/2019,Region I-ILOCOS REGION,2019
LA UNION,11,0,16/06/2019,Region I-ILOCOS REGION,2019
LA UNION,15,0,23/06/2019,Region I-ILOCOS REGION,2019
LA UNION,27,0,30/06/2019,Region I-ILOCOS REGION,2019
LA UNION,27,0,07/07/2019,Region I-ILOCOS REGION,2019
LA UNION,36,0,14/07/2019,Region I-ILOCOS REGION,2019
LA UNION,46,1,21/07/2019,Region I-ILOCOS REGION,2019
LA UNION,82,0,28/07/2019,Region I-ILOCOS REGION,2019
LA UNION,54,1,04/08/2019,Region I-ILOCOS REGION,2019
LA UNION,93,2,11/08/2019,Region I-ILOCOS REGION,2019
LA UNION,159,0,18/08/2019,Region I-ILOCOS REGION,2019
LA UNION,156,0,25/08/2019,Region I-ILOCOS REGION,2019
LA UNION,132,0,01/09/2019,Region I-ILOCOS REGION,2019
LA UNION,155,0,08/09/2019,Region I-ILOCOS REGION,2019
LA UNION,112,1,15/09/2019,Region I-ILOCOS REGION,2019
LA UNION,135,1,22/09/2019,Region I-ILOCOS REGION,2019
LA UNION,66,0,29/09/2019,Region I-ILOCOS REGION,2019
LA UNION,53,0,06/10/2019,Region I-ILOCOS REGION,2019
LA UNION,69,0,13/10/2019,Region I-ILOCOS REGION,2019
LA UNION,82,0,20/10/2019,Region I-ILOCOS REGION,2019
LA UNION,46,0,27/10/2019,Region I-ILOCOS REGION,2019
LA UNION,37,0,03/11/2019,Region I-ILOCOS REGION,2019
LA UNION,27,0,10/11/2019,Region I-ILOCOS REGION,2019
LA UNION,19,0,17/11/2019,Region I-ILOCOS REGION,2019
LA UNION,22,0,24/11/2019,Region I-ILOCOS REGION,2019
LA UNION,21,0,01/12/2019,Region I-ILOCOS REGION,2019
LA UNION,10,0,08/12/2019,Region I-ILOCOS REGION,2019
LA UNION,12,0,15/12/2019,Region I-ILOCOS REGION,2019
LA UNION,8,0,22/12/2019,Region I-ILOCOS REGION,2019
LA UNION,0,0,29/12/2019,Region I-ILOCOS REGION,2019
PANGASINAN,79,0,13/01/2019,Region I-ILOCOS REGION,2019
PANGASINAN,113,0,20/01/2019,Region I-ILOCOS REGION,2019
PANGASINAN,131,0,27/01/2019,Region I-ILOCOS REGION,2019
PANGASINAN,139,0,03/02/2019,Region I-ILOCOS REGION,2019
PANGASINAN,94,1,10/02/2019,Region I-ILOCOS REGION,2019
PANGASINAN,87,0,17/02/2019,Region I-ILOCOS REGION,2019
PANGASINAN,83,0,24/02/2019,Region I-ILOCOS REGION,2019
PANGASINAN,62,0,03/03/2019,Region I-ILOCOS REGION,2019
PANGASINAN,49,0,10/03/2019,Region I-ILOCOS REGION,2019
PANGASINAN,40,0,17/03/2019,Region I-ILOCOS REGION,2019
PANGASINAN,25,0,24/03/2019,Region I-ILOCOS REGION,2019
PANGASINAN,43,0,31/03/2019,Region I-ILOCOS REGION,2019
PANGASINAN,34,0,07/04/2019,Region I-ILOCOS REGION,2019
PANGASINAN,15,0,14/04/2019,Region I-ILOCOS REGION,2019
PANGASINAN,26,0,21/04/2019,Region I-ILOCOS REGION,2019
PANGASINAN,19,1,28/04/2019,Region I-ILOCOS REGION,2019
PANGASINAN,20,0,05/05/2019,Region I-ILOCOS REGION,2019
PANGASINAN,18,0,12/05/2019,Region I-ILOCOS REGION,2019
PANGASINAN,18,0,19/05/2019,Region I-ILOCOS REGION,2019
PANGASINAN,20,0,26/05/2019,Region I-ILOCOS REGION,2019
PANGASINAN,15,0,02/06/2019,Region I-ILOCOS REGION,2019
PANGASINAN,26,0,09/06/2019,Region I-ILOCOS REGION,2019
PANGASINAN,45,0,16/06/2019,Region I-ILOCOS REGION,2019
PANGASINAN,61,1,23/06/2019,Region I-ILOCOS REGION,2019
PANGASINAN,108,0,30/06/2019,Region I-ILOCOS REGION,2019
PANGASINAN,132,0,07/07/2019,Region I-ILOCOS REGION,2019
PANGASINAN,221,1,14/07/2019,Region I-ILOCOS REGION,2019
PANGASINAN,292,2,21/07/2019,Region I-ILOCOS REGION,2019
PANGASINAN,320,1,28/07/2019,Region I-ILOCOS REGION,2019
PANGASINAN,381,3,04/08/2019,Region I-ILOCOS REGION,2019
PANGASINAN,365,0,11/08/2019,Region I-ILOCOS REGION,2019
PANGASINAN,448,0,18/08/2019,Region I-ILOCOS REGION,2019
PANGASINAN,461,1,25/08/2019,Region I-ILOCOS REGION,2019
PANGASINAN,482,0,01/09/2019,Region I-ILOCOS REGION,2019
PANGASINAN,513,0,08/09/2019,Region I-ILOCOS REGION,2019
PANGASINAN,552,0,15/09/2019,Region I-ILOCOS REGION,2019
PANGASINAN,457,0,22/09/2019,Region I-ILOCOS REGION,2019
PANGASINAN,456,0,29/09/2019,Region I-ILOCOS REGION,2019
PANGASINAN,413,0,06/10/2019,Region I-ILOCOS REGION,2019
PANGASINAN,349,1,13/10/2019,Region I-ILOCOS REGION,2019
PANGASINAN,419,0,20/10/2019,Region I-ILOCOS REGION,2019
PANGASINAN,354,0,27/10/2019,Region I-ILOCOS REGION,2019
PANGASINAN,283,0,03/11/2019,Region I-ILOCOS REGION,2019
PANGASINAN,278,0,10/11/2019,Region I-ILOCOS REGION,2019
PANGASINAN,236,1,17/11/2019,Region I-ILOCOS REGION,2019
PANGASINAN,233,1,24/11/2019,Region I-ILOCOS REGION,2019
PANGASINAN,167,0,01/12/2019,Region I-ILOCOS REGION,2019
PANGASINAN,125,0,08/12/2019,Region I-ILOCOS REGION,2019
PANGASINAN,134,0,15/12/2019,Region I-ILOCOS REGION,2019
PANGASINAN,99,0,22/12/2019,Region I-ILOCOS REGION,2019
PANGASINAN,58,0,29/12/2019,Region I-ILOCOS REGION,2019
BATANES,1,0,13/01/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,20/01/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,27/01/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,03/02/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,10/02/2019,Region II-CAGAYAN VALLEY,2019
BATANES,1,0,17/02/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,24/02/2019,Region II-CAGAYAN VALLEY,2019
BATANES,2,0,03/03/2019,Region II-CAGAYAN VALLEY,2019
BATANES,1,0,10/03/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,17/03/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,24/03/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,31/03/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,07/04/2019,Region II-CAGAYAN VALLEY,2019
BATANES,1,0,14/04/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,21/04/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,28/04/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,05/05/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,12/05/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,19/05/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,26/05/2019,Region II-CAGAYAN VALLEY,2019
BATANES,1,0,02/06/2019,Region II-CAGAYAN VALLEY,2019
BATANES,1,0,09/06/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,16/06/2019,Region II-CAGAYAN VALLEY,2019
BATANES,1,0,23/06/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,30/06/2019,Region II-CAGAYAN VALLEY,2019
BATANES,1,0,07/07/2019,Region II-CAGAYAN VALLEY,2019
BATANES,2,0,14/07/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,21/07/2019,Region II-CAGAYAN VALLEY,2019
BATANES,1,0,28/07/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,04/08/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,11/08/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,18/08/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,25/08/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,01/09/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,08/09/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,15/09/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,22/09/2019,Region II-CAGAYAN VALLEY,2019
BATANES,1,0,29/09/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,06/10/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,13/10/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,20/10/2019,Region II-CAGAYAN VALLEY,2019
BATANES,1,0,27/10/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,03/11/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,10/11/2019,Region II-CAGAYAN VALLEY,2019
BATANES,1,0,17/11/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,24/11/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,01/12/2019,Region II-CAGAYAN VALLEY,2019
BATANES,1,0,08/12/2019,Region II-CAGAYAN VALLEY,2019
BATANES,1,0,15/12/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,22/12/2019,Region II-CAGAYAN VALLEY,2019
BATANES,0,0,29/12/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,164,4,13/01/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,241,2,20/01/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,287,4,27/01/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,230,1,03/02/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,263,0,10/02/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,237,1,17/02/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,164,0,24/02/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,140,0,03/03/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,121,0,10/03/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,83,0,17/03/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,63,0,24/03/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,51,0,31/03/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,51,0,07/04/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,39,1,14/04/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,23,0,21/04/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,26,0,28/04/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,40,0,05/05/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,38,0,12/05/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,45,0,19/05/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,63,0,26/05/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,94,0,02/06/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,74,0,09/06/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,77,0,16/06/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,97,0,23/06/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,123,0,30/06/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,150,0,07/07/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,127,1,14/07/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,209,1,21/07/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,186,2,28/07/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,187,1,04/08/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,225,2,11/08/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,166,1,18/08/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,206,3,25/08/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,162,1,01/09/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,151,2,08/09/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,157,1,15/09/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,51,2,22/09/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,77,0,29/09/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,93,0,06/10/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,63,0,13/10/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,77,0,20/10/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,71,0,27/10/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,65,0,03/11/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,59,0,10/11/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,41,0,17/11/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,45,0,24/11/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,26,0,01/12/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,12,0,08/12/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,13,0,15/12/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,13,0,22/12/2019,Region II-CAGAYAN VALLEY,2019
CAGAYAN,9,0,29/12/2019,Region II-CAGAYAN VALLEY,2019
ISABELA,175,0,13/01/2019,Region II-CAGAYAN VALLEY,2019
ISABELA,235,5,20/01/2019,Region II-CAGAYAN VALLEY,2019
ISABELA,263,1,27/01/2019,Region II-CAGAYAN VALLEY,2019
ISABELA,206,0,03/02/2019,Region II-CAGAYAN VALLEY,2019
ISABELA,163,0,10/02/2019,Region II-CAGAYAN VALLEY,2019
ISABELA,167,0,17/02/2019,Region II-CAGAYAN VALLEY,2019
ISABELA,181,0,24/02/2019,Region II-CAGAYAN VALLEY,2019
ISABELA,166,0,03/03/2019,Region II-CAGAYAN VALLEY,2019
ISABELA,148,2,10/03/2019,Region II-CAGAYAN VALLEY,2019
ISABELA,134,0,17/03/2019,Region II-CAGAYAN VALLEY,2019
ISABELA,86,0,24/03/2019,Region II-CAGAYAN VALLEY,2019
ISABELA,61,0,31/03/2019,Region II-CAGAYAN VALLEY,2019
ISABELA,53,0,07/04/2019,Region II-CAGAYAN VALLEY,2019
ISABELA,66,0,14/04/2019,Region II-CAGAYAN VALLEY,2019
ISABELA,26,0,21/04/2019,Region II-CAGAYAN VALLEY,2019
ISABELA,30,0,28/04/2019,Region II-CAGAYAN VALLEY,2019
ISABELA,37,0,05/05/2019,Region II-CAGAYAN VALLEY,2019
